title,category
SH  내곡지구 분양원가 공개 평당     만원,Economic
 월 은행 주택담보대출 금리        년  개월만에 최고,Economic
     p라도 아껴보자   치솟는 대출금리에 소비자 대응도 각양각색,Economic
홍남기  유류세     인하 여부 등 추가대책 내달  일 확정 ,Economic
홍남기  물가 금융 부동산 리스크 최소화 내주 유류세 방안 발표  상보 ,Economic
새 정부 앞두고 강남 구 집값 상승 전환 서울 전체 하락세는 계속,Economic
  년 강남재건축  한방 에   억 뛰었다  윤석열  부동산  시험대 ,Economic
큐브엔터  글로벌 핀테크 기업  리퍼블릭 과 전략적 파트너쉽 체결,Economic
큐브엔터    투자플랫폼  리퍼블릭 과 전략적 제휴,Economic
도시가스 요금도 인상  월부터 가구당 평균 월    원 ,Economic
내일부터 도시가스 요금 인상 평균     ,Economic
국토부  부적격 건설업자 공사 수주 막는다 현장 점검 강화,Economic
공사장비 하나도 없는데  낙찰  국토부  건설사 현장점검 강화한다,Economic
도요타 생산방식 가고  테슬라 생산방식이 온다  최원석의 디코드 ,Economic
소니 혼다 전기차 연합의 궁금증 셋  시사점 하나  최원석의 디코드 ,Economic
오늘의 우크라이나는 내일의 대만일까  최원석의 디코드 ,Economic
 반도체회사  애플의 전략  지난  일 이벤트가 보여준 세 가지  최원석의 디코드 ,Economic
대법원   뇌물 수수  유재수 전 부산 부시장 유죄 확정,Social
대법원  유재수   부시장  뇌물수수 혐의  유죄 확정,Social
대법   뇌물수수  유재수 전 부산시 경제부시장 유죄 확정,Social
 뇌물수수  유재수 전 부시장 집유 확정,Social
신규 확진   만   명   위중증     명  연일 최다,Social
위중증     명 역대 최다    만   명 확진 오늘     세 접종 종합 ,Social
 속보  신규확진   만   명 위중증     명 최다  사망    명,Social
  만   명 신규 확진 위중증     명  이틀째 역대 최다 종합 ,Social
대법   유령주식 매도  삼성증권 전 현직 직원 유죄 확정,Social
입고 착오  유령주식  내다 판 삼성증권 전 직원들 유죄 확정,Social
 유령주식  매도 전직 삼성증권 직원들  대법서 유죄 확정,Social
 유령주식 매도  전현직 삼성증권 직원들 집행유예 확정,Social
 양귀비 대마 공급 원천 차단  경찰  내일부터 재배 사용 집중단속,Social
몰래 재배되는 양귀비 대마 경찰  내달부터 집중 단속,Social
은밀하게 재배되는 양귀비 대마 경찰  집중 단속,Social
은밀하게 재배되는 양귀비 대마 경찰   개월간 집중 단속,Social
공직자 재산 평균   억원 이강섭 법제처장    억  위,Social
고위직 평균 재산   억  천만 원  명 중  명 다주택자,Social
 예약자   명 이하  어린이 백신접종 첫날 소아과  한산 ,Social
오늘부터 만     세 소아 대상 백신 접종 시작,Social
  시간 카페 식당 부활하나 내일  새 거리두기  발표,Social
 영업시간 제한 폐지  꺼내든 인수위  괜찮을까  큰 문제 없을 것 ,Social
 코로나로 매출     이상 줄었다면 임대료 감액요청 가능 ,Social
매출 감소만큼 임대료 감액청구 임대차 가이드라인 예고,Social
 김건희 즉각 수사하라  현수막 내건  명 압수수색  경찰 수사,Social
 김건희 즉각 수사하라  현수막   개 설치한   대 압수수색,Social
BNK부산은행   월  일 지역화폐  동백전  서비스 실시,Social
부산은행  지역화폐 동백전 새 사업자로 내달  일 서비스 개시,Social
수락산 불암산 등 정상 표지석 훼손   대 검거  호기심에 범행 ,Social
 수락산 등 정상석  연쇄 실종 경찰    대 남성 붙잡아 조사 중 ,Social
경기도   취약 소상공인  자금 지원     억 규모,Social
경기도 취약 소상공인 대상    억 규모 자금 수혈,Social
경기도  불법 의약품 도매상   곳 적발,Social
 유효기간  년 지난 의약품 보관  경기도  불법 의약품 도매상   곳 적발,Social
남편 보험금  억 노린  가평 계곡살인    대 남녀 공개수배,Social
보험금  억 노리고 남편 살해  도주한 아내 내연남 공개수배,Social
 확진자 동선 겹쳐  vs  사망자 감소 기대  확진자 대면진료에  분분 ,Social
한의원 등 확진자 대면진료 가능  감염 우려 vs 필요하다 ,Social
서울시  어르신 디지털 격차해소  어디나지원단     명 활동  만명 무료교육,Social
서울시  어르신 디지털 격차해소  어디나 지원단   만명 교육,Social
 바로간다  쿠팡 화재로 생계 망친 주민들  달 지나도 보상  막막 ,Social
 바로간다  천막지붕에 곰팡이집 아동   명 중  명  주거빈곤   대책은 ,Social
 바로간다  밤에만 다니던 청소차   햇살 아래 쓰레기 수거  해봤더니 ,Social
 바로간다   두 평에 창문 하나  고시원에서 되묻는  인간다운 삶 ,Social
  테이트 모던서 열리는 현대 커미션에  세실리아 비쿠냐  선정,Culture
현대차 후원  현대 커미션  전시 작가에  세실리아 비쿠냐  선정,Culture
 현대미술관 테이트모던서 세실리아 비쿠냐 작품 전시 현대차 후원,Culture
현대차   테이트  올해  현대 커미션  전시 작가에  세실리아 비쿠냐  선정,Culture
홍진경  통큰기부   국내기부단체 희망조약돌에  억 원 기부,Culture
 찐천사  홍진경  끝까지 숨겼던 기부금  억이었다,Culture
     만원만 기부하긴 좀 내가 보탤게   억 쾌척한 홍진경,Culture
     만원은 좀 그래  내가 보탤게 하더니  억 기부한 홍진경,Culture
 동쪽 봄비 조금 더 내린다 내일부터  쌀쌀  날씨 ,Culture
 내일 아침까지 전국에 봄비 살짝  주말 반짝 추위 프레스룸 날씨 ,Culture
폭스바겐그룹코리아  올해 신차   종 출시  인프라 시스템 구축 박차 ,Culture
폭스바겐그룹  올해 한국서 ID   출시 사명서 아우디 뺐다,Culture
메르세데스 벤츠  신형 C클래스 국내 인도 시작,Culture
벤츠 더 뉴 C클래스  국내 고객 인도       만 원부터 ,Culture
KIA타이거즈  금호타이어 로고 달고 뛴다,Culture
금호타이어 기아 타이거즈  유니폼 스폰서십 체결   년만에 재회 ,Culture
얼리버드 표 동났다   시속       아찔  롯데월드 부산 가봤니 ,Culture
동화왕국에서 즐기는 스릴  롯데월드 부산  개장,Culture
방사선치료  전이암 환자 생존율 높인다 암    앎     ,Culture
젊은층까지 위협하는 갑상선암 암    앎     ,Culture
가장 확실한 폐암 예방법  금연  암    앎     ,Culture
술은 입에도 안 대는데 간암이라고  암    앎     ,Culture
 코로나로 떴다  비타민D 많은 이 음식  식탐 ,Culture
 이젠 김치만 찾지 않아요  발효식품으로 뜨는 음식들  식탐 ,Culture
단백질  한 가지만 먹지 말아야 하는 이유  식탐 ,Culture
 한국인보다 더 잘 먹어  해외서 핫한  퓨전 김치   식탐 ,Culture
 예스맨  속 사리분별 흐려진 푸틴       러 지휘부 사이에 불신 생기고 있다 ,IT
 관리  푸틴  러시아군 얼마나 부진한지 잘 모르는 듯 ,IT
푸틴의 우크라 침공이 오판이 아니라면 ,IT
 푸틴   예스맨 에 현혹돼 오판 내려 대러 제재 파장도 파악 못해 ,IT
러  격전지 마리우폴 정전 제안 제대로 시행될지는 미지수,IT
  어린이  표식도 써 놓았는데 처참하게 파괴된 마리우폴 지구를 보다 ,IT
푸틴  우크라군 투항해야 마리우폴 폭격 중단 ,IT
러  마리우폴 정전 제안 이번엔 민간인 대피할까,IT
러  병력 재편성  우크라  러  철수해야 국민투표 가능 ,IT
러  돈바스 해방 집중  마리우폴 일시 정전 제안,IT
러 국방부  키이우 체르니히우 방면   재편성 돈바스 집중 ,IT
러 국방부  키이우 체르니히우 배치   재편성 돈바스 집중 ,IT
 다이하드  브루스 윌리스  실어증으로 은퇴 발표,IT
브루스 윌리스  실어증 진단에 은퇴 선언 가족들  인지능력 영향 ,IT
하이브  타임지 선정 영향력 있는    대 기업  년 연속 포함,IT
BTS  또 미  타임  표지 장식 방시혁도 함께,IT
 나라면     억 소송 걸어  짐 캐리도 비난한 윌 스미스 폭행,IT
  오스카 폭행  윌 스미스에 할리우드 갑론을박 문화광장 ,IT
미  북중러 위협에  핵무기 단일 목적  사실상 폐기,IT
결국  전략적 모호성  유지한   핵무기 사용 원칙    대선 공약 폐기,IT
젤렌스키  러  추가 공격 준비 중  하루만에 뒤집힌 평화협상,IT
하루 만에 후퇴한 협상 낙관론 젤렌스키  아무 말도 믿지 않아 ,IT
미 경고 속 만난 중러 외무장관  협력에 상한선 없어 ,IT
 드디어 만난 중국 러시아   보란 듯이  협력 강화  자막뉴스 ,IT
  일당독재 정당화 우려에 홍콩 대법원서 영국 법관 철수,IT
영국  홍콩 최고법원서 자국 법관 철수 홍콩보안법에 반발,IT
   러   자국 항공기 격추 푸틴은 군사반란 직면했다 ,IT
   일부 러시아   자국 무기 전투기 파괴 ,IT
중국  대만 당국  레드라인 넘지말라 단호히 대응 ,IT
 러 돈바스 독립 요구     대만 문제 에 입장 난처 ,IT
 곧 좋아질 거야  청년 사장 울린 할머니의  만 원,IT
 뉴스딱        만 원   시민권 보장  문자에 탱크까지 넘긴 러 군인,IT
 뉴스딱   명에게 새 삶 주고 떠난  살 차하람 군,IT
 뉴스딱  달랑 고기 한 점 든 호텔 갈비탕  가격은 ,IT
    억 광년 전 별빛 담았다  허블망원경  고대 별빛 포착,World
허블 우주망원경이  역대 가장 먼 별 을 발견했다,World
 노장  허블망원경     억광년 떨어진  최장거리  별 발견했다,World
허블 망원경  지구에서 가장 멀리 있는 별 발견  우주로 간다 ,World
 작년 하반기 스팸전화 이메일       감소 ,World
불법 스팸 줄었지만  대출 도박 관련  기승 ,World
지난해 하반기 스팸 발송 수신 감소세,World
방통위  지난해 하반기 스팸     만건 불법대출 도박 가장 많아,World
인수위 만나는 유료방송업계  자율규제 전환  한목소리,World
과기정통부  유료방송 규제 완화 법률 개정 추진,World
박종욱 KT 각자대표  사내이사 자진사퇴  일신상 이유 ,World
KT 구현모  지주형 전환 고민  올해말 케이뱅크 IPO 준비  종합 ,World
네이버클라우드   핵심산업 클라우드 플래그십 프로젝트  인프라 기업 선정,World
네이버클라우드  NIPA 플래그십 프로젝트에 선정,World
LG CNS  LG이노텍 구미공장에  G 특화망 구축,World
   차라리 LTE 쓸래요   상용화  년에도 속 터지는  G  G 가입자     만 ,World
구글 통행세 코앞 방통위   유권해석 결과 이번 주 발표 ,World
  동영상도 음원도 줄줄이 가격 인상      수수료 강행하는 구글의 횡포 집중취재M ,World
기초과학연   극단 및 확률 조합 연구그룹  출범,World
IBS  세계적 수학자  연구 그룹장  선임,World
 고든 정의 TECH   가장 오래전 동물 조상이 살았던 장소는 이곳,World
 고든 정의 TECH   특명  길이   m 초대형 쓰래기를 재활용하라,World
 고든 정의 TECH   서학개미 올들어  억달러 투자한 AMD  차새대 서버 CPU 공개,World
 고든 정의 TECH   반도체는 붙여서 만드는 게 대세  업계 표준안 마련한 제조사들,World
 글로벌포스트   기관투자자      가상자산 주류 자산될 것 ,World
 글로벌포스트  기관투자자들  비트코인 솔라나 사들였다,World
 글로벌포스트   인스타그램  NFT마켓 열면 연  조 수익 예상 ,World
 글로벌포스트  러시아 미국 발 훈풍에 비트코인    만달러 돌파,World
