title,category
민주당  김정숙 여사 의상 논란   대통령 내외 흠집 내려는 의도 ,Politics
 당선인 취임식 기획사에 에이치에스애드 선정,Politics
대통령취임준비위원회  취임식 기획사로  HS애드  선정,Politics
    만원 들여 공무원 해외 보냈더니  결과물은 표절  그 정보가 알고 싶다 ,Politics
윤석열 당선인이 이 약속 다 지키면  큰일납니다  그 정보가 알고 싶다 ,Politics
    년  월  일  이 정보가 사라진다  그 정보가 알고 싶다 ,Politics
 벼랑 끝  자영업자를 위한 나라는 없다  그 정보가 알고 싶다 ,Politics
현대차그룹  아람코 KAUST와 친환경 엔진 연료 개발 나선다,Economic
현대차  사우디 아람코와 친환경 엔진 연료 개발한다 종합 ,Economic
현대차그룹   전기차 전환기  온실가스 배출 최소화 연구 나선다,Economic
 CO  적게  더 적게  아람코 현대차 첨단연료 합작개발 나선다,Economic
 월 기업 경기 전망     하회  우크라 침공 여파 ,Economic
원자잿값 급등에 채산성 비상   월 기업경기전망  부정적 ,Economic
 원자잿값 급등  제조업  월 경기전망  부정적  건설업은  긍정적 ,Economic
  월 기업경기전망 다시  부정적    우크라 사태 영향 ,Economic
 포상금 최대   억    만원  현대해상  설계사 대상 사기제보 캠페인 실시,Economic
 보험사기 잡아낸다  현대해상  사기제보 캠페인 실시,Economic
현대해상  장기보험 사기제보 캠페인 나서,Economic
 자필서명 미이행 명의도용  한화손해보험 보험설계사 업무정지,Economic
지난해 벼농사 순수익   년 만에 최대       당   만원,Economic
 쌀 풍년      년 면적당 순수익       증가,Economic
삼성전자    웨스턴디지털과  존 스토리지  기술 표준화 추진,Economic
삼성전자 웨스턴디지털  차세대 스토리지 기술 표준 만든다,Economic
 단독   이 직접 챙겼던 일자리위원회  결국 폐지 검토,Economic
민간 임대사업자  지원 늘려 전월세 시장 안정시킨다,Economic
한국거래소  작년 시장경보 지정     건 정치 테마주 주도 ,Economic
거래소 시장경보 조회공시제도 운영으로 불공정거래 사전 예방 ,Economic
LG화학  이너보틀 CJ대한통운과 플라스틱 에코 플랫폼 구축,Economic
LG화학 CJ대한통운  플라스틱 화장품 용기 순환 시스템 구축,Economic
전경련  대통령 집무실 용산 이전시 GDP 최대    조 증가 ,Economic
한경연  청와대 전면개방 땐 매년 관광수입  조    억 ,Economic
오미크론 유행 원자재 가격 인상에     월 경기전망  흐림 ,Economic
 원자잿값 상승  제조업 울고  거리두기 완화  서비스업 웃고,Economic
 비트코인  일 연속 상승      만원 넘어서 코인브리핑 ,Economic
 다시 랠리 올해 최고점 찍나 비트코인 지금 ,Economic
교촌 창업주 권원강  이사회 의장으로 선임 주요 사안 챙긴다,Economic
교촌  윤진호 단독 대표이사 선임 권원강 창업주는 이사회 의장 임명,Economic
 투자의 창    년 전 신라면 값을 아십니까 ,Economic
 투자의 창   위대한 기업 을 싸게 살 기회,Economic
 투자의 창  고전하는 유럽과 달러의 미래,Economic
 투자의 창  금리인상기 투자  두려워할 필요없다,Economic
경기도 안산 폐기물 처리업체 폭발     명 사망 ,Social
경찰  노동자  명 숨진 안산 폭발사고 폐기물업체 현감 감식,Social
유류탱크 배관 용접하다  펑  노동자  명 사망,Social
경찰   명 사망  안산 산업폐기물 처리업체 폭발사고 현장 감식,Social
서울교육감  보수 후보 단일화  하루 앞인데 박선영 예비후보  사퇴 ,Social
서울교육감 보수 단일후보 조전혁  좌파 교육파괴에 시름 ,Social
중도 보수 표방 경남교육감 단일 후보에 김상권 전 교육국장,Social
조영달  박 후보 사퇴는 사필귀정  교추협 자진 해체해야 ,Social
광주 소상공인 경영안정 위해    억 푼다,Social
인천시  올해 소상공인 무이자 경영안정자금     억 확대,Social
인천시  소상공인 무이자 경영안정자금     억으로 확대,Social
인천시  올해 소상공인 무이자 경영안정자금     억으로 확대,Social
 단독 범죄소년 관리 인력 늘렸더니 재범률 확 줄었다,Social
 청소년      소년법 개정 폐지 찬성 촉법소년 연령 낮춰야 ,Social
 단독  초등생 범죄도  법의 회초리  든다  촉법소년 만   세로 하향 유력,Social
논란의 촉법소년  연령 낮춰지나 법무부  논의 적극 참여 ,Social
확진자도 동네 병 의원에서 대면진료 가능 한의원도 포함,Social
  일부터 확진자  대면진료  동네병원 늘어난다 한의원도 포함돼,Social
청주 산부인과 화재    명 대피   명 병원 이송,Social
청주 산부인과서 화재 산모  신생아 등 전원 대피    명 병원 이송,Social
공대졸업자 여학생 비율 처음     넘어 인기전공은 섬유 건축,Social
 공대 아름이  옛말 공대 졸업자  명 중  명 중 여성,Social
  호선 휴대전화 폭행    대 구속 송치  왜 때렸나 엔 묵묵부답,Social
 경찰 줄   쌍방  안통했다 지하철  휴대폰 폭행    대  송치 종합 ,Social
 수사지휘권 충돌  일단락 인수위  법무부   독립성 훼손 공감 ,Social
 수사지휘권 폐지 공감  법 개정 참여  몸 낮춘 법무부,Social
인수위  인권위에  북한 인권 문제 소극적 관심 기울여달라 ,Social
인권위  차별금지법 제정 등 인수위에 제안,Social
 카메라 싸게 내놔요  중고거래로    명 속인 베트남 일당 잡혀,Social
베트남서 중고거래 미끼로    명 울린 사기범  강제 송환,Social
국민연금 보험료  월부터 최대  만    원 인상 기준소득월액      ,Social
월급 그대로인데    만명  월부터 국민연금 보험료 더 낸다,Social
사망자 너무 많다  정부  원인 분석 어려워 급격한 증가 아직 아냐  상보 ,Social
정부  오미크론 유행 감소세 아직 완만 사망자 급증 여부 관건 ,Social
남편 보험금 노린  가평계곡 살인  용의자 이은해 조현수 공개수배,Social
가평 용소계곡 살인사건 용의자  명 공개수배,Social
전 세계  롤  최강자 다 모인다  월 부산서 결승전 개최,Social
e스포츠 대회  리그오브레전드 MSI   월 부산 개최,Social
 살 딸 굶겨 사망케 한   대 친모 계부 아동학대 살해 혐의로 기소,Social
두 살 아이가  kg    딸 굶겨 숨지게 한 친모 계부 구속기소,Social
 뉴스쏙 속 임대차  법의 운명은  폐지냐 보완이냐,Social
 뉴스쏙 속 마주앉은      분위기는 좋았다지만 ,Social
 뉴스쏙 속   ICBM이어 핵실험 봉인 푸나  풍계리 복구 중 ,Social
 뉴스쏙 속     ICBM 화성   형 시험 공식화 레드라인 넘었다,Social
 그룹  스트레이 키즈      빌보드       위 문화광장 ,Culture
스트레이 키즈     빌보드         아티스트       위 동시 석권,Culture
스트레이키즈  빌보드      위  JYP Ent 장중  신고가  경신,Culture
스트레이키즈      빌보드      정상   BTS 슈퍼엠 이어  번째,Culture
하이브 HYBE    월   라스베이거스서  더 시티  프로젝트 추진   주간 BTS시티 변신 ,Culture
그래미 준비 먼저 간 BTS 정국  미국서 코로나 확진,Culture
라스베이거스  BTS 도시 된다   보고 먹고 즐기는  더 시티  프로젝트,Culture
하이브  라스베이거스를  BTS 도시 로 꾸민다  공연과 연계 프로젝트,Culture
미쉐린코리아  고성능 전기차 위한  미쉐린 파일롯 스포츠 EV  출시,Culture
미쉐린  고성능 전기차 위한  파일롯 스포츠 EV  출시,Culture
 차츰 전국 비 내일 아침 대부분 그쳐 날씨 ,Culture
 전국 봄비 살짝  내일 아침 그쳐 아침 공기 더 쌀쌀 날씨 ,Culture
 큐레이션 커머스  대신 우리말  소비자 맞춤 상거래 로,Culture
큐레이션 커머스  펫 프렌들리  쉬운 우리말은 뭘까,Culture
올해    월 전세계 수소차 판매량 현대차  위  점유율       ,Culture
현대차     월 수소차 판매 전세계  위 토요타 제쳤다,Culture
 리빙포인트  바나나 껍질로 가죽 제품 닦기,Culture
 리빙포인트  오리털 거위털 패딩 세탁은,Culture
 리빙포인트  페트병으로 막힌 세면대 뚫기,Culture
 리빙포인트  향초 향이 약해졌을 때는,Culture
키스우드와 노루 만화로 본 세상 ,Culture
낯선 행성 어제보다 더 나은 단어를 위해 만화로 본 세상 ,Culture
안녕 커뮤니티 이 사회가 안녕한지를 묻다 만화로 본 세상 ,Culture
플루토 전쟁 트라우마로 아파하는 로봇들 만화로 본 세상 ,Culture
러 수출 막히자   제품이 뜬다,IT
러시아산 끊기자 대안 국가 뜬다 캐나다 아르헨티나 각광,IT
꿩 대신 닭     러 막히자 캐나다가 뜬다,IT
꿩 대신 닭  러시아 원자재 시장 막히자 캐나다가 뜬다,IT
러시아  군사활동 축소  발표  바이든  지켜보겠다 ,IT
바이든  러시아 측 군사활동 축소 발표에  지켜볼 것 ,IT
바이든  러시아 군사활동 축소 발표에  지켜보겠다 ,IT
바이든  러시아군 군사활동 축소 발표에  지켜볼 것 ,IT
 러 우크라 평화협상 급물살  수도 키이우 공격 대폭 축소 이 시각 ,IT
우크라  중립국  제안에 러  군사작전 축소  정상회담도 가능 ,IT
우크라  러에 중립국 대신 새 안보 보장 체제 요구,IT
러 우크라 휴전하나  차 평화협상 큰 진전,IT
러 우크라 평화협상 진전     FDA    세 이상  차 접종 승인,IT
     대 이상 면역 손상 청소년에  차 백신 승인,IT
  상하이    분기 GDP     포인트 떨어질 것,IT
중  상하이 봉쇄 파장 최소화 안간힘 확산세는 계속,IT
 오늘 미국 대선 열린다면  승자는  트럼프의 승리 ,IT
푸틴도 막지 못한 트럼프 인기 바이든  노답 ,IT
일 교과서에 조선인  강제연행 종군위안부  표현 사라져,IT
 교과서  종군위안부   강제연행  표현까지 없앴다,IT
생중계 된  시상식 폭력  윌스미스  선 넘었고 잘못했다 ,IT
 영상   오스카 폭행  윌 스미스  뒤풀이 행사서 춤 노래  의기양양 ,IT
 미군이 폴란드서 우크라군 훈련     장비교육 차원 협력  종합  우크라 침공 ,IT
 미군  폴란드서 우크라  훈련 도와  바이든 또 실언 ,IT
우크라 대통령  평화협상 긍정적  경계태세는 늦출 수 없어 ,IT
젤렌스키  협상 긍정적 신호 있어도 러시아 공격은 없어지지 않아  신중론,IT
  믿을 수 있나  서방  러 협상안 여전히 불신 우크라 침공 ,IT
키이우 전투 지속   미  러에 속지 말아야  경고,IT
미국  러시아 군수 공급망 제재 계획,IT
   러 전쟁능력 연관 기업 공급망 추가 겨냥 제재 회피 돕지 말라 ,IT
 Diplomatic Circuit   From the Scene  Uzbekistan vows to become middle income country by      at Tashkent Investment For,IT
 From the Scene  Uzbekistan vows to become middle income country by      at Tashkent Investment Forum,IT
 From the Scene  Has frenzy for Chanel died down  Shoppers say rarity factor has faded,IT
 From the Scene        Special Concert for World Peace  presents hopes for world peace  harmony,IT
화웨이    제재는 IT 기업 탄압  R D로 국제사회 변화 대응 총력 ,World
 통신사업 호조  화웨이 작년 순익     ,World
화웨이    제재에도  순익         내실 다졌다 ,World
 제재에 화웨이   년 만에 첫 역성장,World
주가 반토막에  뿔난  엔씨 주주  야구단 계속 할거냐  송곳 질문 종합  주총 ,World
엔씨 김택진  새 장르 신작 개발하고 적용 플랫폼 확대 ,World
엔씨소프트 주총  김택진  글로벌 게임사로 확실히 도약 ,World
엔씨 김택진  글로벌 도약 최우선  사랑받는 기업  될 것 ,World
알리바바클라우드  한국 데이터센터 운영 개시,World
알리바바 클라우드  한국 첫 데이터센터 개관,World
통신  사  ESG 펀드 의기투합,World
SK텔레콤  경계 허문  ESG 초협력  지속 확대 ,World
서울성모병원 가톨릭혈액병원  암세포 골라 죽이는 CAR T 세포치료 실시,World
차병원 바이오그룹   세포 유전자 바이오뱅크  기공식 개최,World
카카오모빌리티  뉴빌리티와 라스트마일 로봇배송 플랫폼 개발,World
카카오모빌리티 뉴빌리티  자율주행 로봇 배송 플랫폼 개발 맞손,World
KT  방역로봇  출시  물류 식음료 등으로 로봇 플랫폼 확대 ,World
병원 공공기관에 KT AI 방역로봇 월   만   만원대 종합 ,World
 잘 키운 IP 하나가 한류 이끈다  콘텐츠IP 활성화 머리 맞댄다,World
콘텐츠 IP 산업 정책 로드맵 구체화된다,World
 코인브리핑  내달리던 비트코인  쉬어가자      만원 보합세,World
 코인브리핑  비트코인  일 연속 상승      만원 넘어서,World
 코인브리핑  가상자산에 봄바람 부나 비트코인     만원까지 올라,World
 코인브리핑  러  수출대금 비트코인 수령   비트코인 상승세,World
디지코 KT  로봇 플랫폼  정조준   년후 서비스로봇 주도   IT돋보기 ,World
칼 송 화웨이     G 제재  기술파편화  불렀다  G 반복 없어야   IT돋보기 ,World
나란히 새 리더십 출범한  네카오  막중한 과제 안았다  IT돋보기 ,World
KT  주총   어수선  동의 강요  직원  술렁   IT돋보기 ,World
