title,category
코로나 불황에 서울 수돗물 사용량 석촌호수    배나 줄었다,Social
 지방선거 D     다음달  일부터 행사 개최 후원 금지,Social
지방선거 D     지자체장 등의 행사 개최 후원 금지,Social
  사이더   무능 아집 결과물  정부에 떠넘기나   공공료 인상 날세운 김기현,Social
  사이더  얼마나 뼈 아팠으면   부동산 책임자 공천 배제  카드 꺼낸 박지현,Social
  사이더   규제망치가  정부 국정 망쳐    진흥 삽 론 꺼내든 안철수,Social
  사이더  송영길 서울시장 차출   선거패한 지도부가 무슨  태클 건 우상호,Social
 동쪽 봄비 조금 더 내린다 내일부터  쌀쌀  날씨 ,Culture
출근길 우산 챙기세요 비 그친 뒤 쌀쌀 내일날씨 ,Culture
 하늘빛 흐리고 곳곳 봄비 내일 아침 쌀쌀 날씨톡톡 ,Culture
 전국  mm 안팎 비 내일 아침 대부분 그쳐 날씨 ,Culture
 정일택 금호타이어 사장  ESG 등 변화에 대응 노사화합 경쟁력 확보  주총 ,Culture
KIA타이거즈  금호타이어 로고 달고 뛴다,Culture
금호타이어 기아 타이거즈  유니폼 스폰서십 체결,Culture
금호타이어  기아 타이거즈와 유니폼 스폰서십 체결,Culture
벤츠  S클래스 못지않은  신형 C클래스  소비자 인도 시작,Culture
벤츠  지난달 내놓은     만원대   세대 C클래스  국내 인도 시작,Culture
봄놀이 어디로 갈까 전국 국가무형문화재 공개행사  주목 ,Culture
밀양시  영남루에서 주말마다 무형문화재 상설공연,Culture
현대차  테이트 파트너십 올해 전시 작가로  세실리아 비쿠냐  선정,Culture
현대커미션     년 전시작가  세실리아 비쿠냐  선정,Culture
 김중기의 필름통  영화  사랑 후의 두 여자 ,Culture
 김중기의 필름통  새 영화  모비우스   배니싱  미제사건   B컷 ,Culture
 김중기의 필름통  새 영화  뜨거운 피   벨파스트   에펠 ,Culture
 김중기의 필름통  영화  킹 리차드 ,Culture
 레알시승기  포르쉐 입문용  숨길 수 없는  질주 DNA   마칸 GTS,Culture
 레알시승기  일상 주행만으로는 아까운 성능  BMW 전기 세단 i ,Culture
 레알시승기  커진 몸집에 연비  성능까지  기아  스포티지 하이브리드,Culture
 레알시승기  실용성까지 갖춘 스포츠카  벤츠  AMG GT     MATIC ,Culture
푸틴  독일 이탈리아 총리와 통화  루블화 결제 전환 등 설명 ,World
푸틴  독일 총리에  유럽  러 가스대금 유로화로 결제 가능  종합 ,World
푸틴  독일 총리에  유럽  러 가스대금 유로화로 결제 가능 ,World
가스 끊겠다던 푸틴  한발 뺐나 독일   월 유로화 결제 된다고 해 ,World
 영상    정보기관  러  실수로 자국 항공기 격추까지    과 협력 러에 손해   나우 어스 ,World
 러 군인들  사기 저하로 명령 불복종 자국군 장비 파괴까지 ,World
   러   자국 항공기 격추 푸틴은 군사반란 직면했다 ,World
   일부 러시아   자국 무기 전투기 파괴 ,World
푸틴  우크라 마리우폴 항복하면 포격 멈추겠다 ,World
러  마리우폴서 일시 정전 제안  인도주의 통로 개설 ,World
러  마리우폴 정전 제안 이번엔 민간인 대피할까,World
러  마리우폴 정전 제안 이번엔 민간인 대피할까,World
하이브   년 연속 타임     대 기업  선정 방시혁 BTS는 커버 장식,World
타임  방시혁과 함께 방탄소년단 또 표지모델,World
바이든 행정부  기존 핵 정책 유지 사실상  핵 단일목적 사용  공약 폐기,World
북 중 러 위협에 바이든  핵 선제사용 금지  폐기,World
   러 루블화 결제 요구 계속에 천연가스 공급 조기경보 발령,World
독일  가스 공급 비상사태  조기 경보  발령 ,World
유럽 경제 강타한 우크라 사태 물가 치솟고 성장률 둔화,World
전쟁 청구서 날아든 유럽 인플레 폭탄 떨어졌다,World
    키이우 주변 러군     재배치    철수는 아닌 듯 ,World
미  러군 병력     이동했지만 철수 아닌 재배치 ,World
아카데미  윌 스미스 징계 절차  수상 취소 회원 제명 가능 ,World
  오스카 폭행  윌 스미스에 할리우드 갑론을박 문화광장 ,World
미 정보당국  푸틴 참모들  두려워 진실 말하지 못해 ,World
눈귀 가려진 푸틴   공포 떠는 참모들  전쟁 상황 거짓 보고 ,World
   신포 잠수함 특이 동향 개조나 수리 SLBM 시험준비일 수도 ,World
   동해 SLBM기지서도 미사일 도발 조짐,World
러  우크라 침공  이후 첫 중 러 외교장관 회담  우린 다극 체제로 이동할 것 ,World
전쟁반대도 러시아 지지도 없었던   러 외교장관 회담,World
 Herald Interview  Producer Apro   This is my story but also yours ,World
 Herald Interview  US envoy says    year old KORUS FTA is foundation for a new trade platform,World
 Herald Interview  Yoo Yeon seok takes part in long awaited global project  Vanishing ,World
 Herald Interview  Clarinetist Cho Sung ho to bring rare Baroque pieces to stage,World
KT 구현모  지주형 전환 고민  박종욱 각자대표는 자진사퇴,IT
구현모 KT 사장  지주형 전환  분명 관심 있다 ,IT
KT  구현모 단독 체제로 박종욱 각자 대표 사퇴,IT
KT  주총서 박종욱 대표  자진사퇴  마이데이터 사업 시동  종합 ,IT
ICT 기업 R D 투자      년   조원 전년비      ,IT
코로나   확산 첫해 ICT기업 연구개발비  천   억원 증가,IT
국내 ICT 기업  코로나   위기에도 R D 씨앗   조 뿌렸다,IT
코로나 위기에도 ICT 연구개발 투자는 증가,IT
싸이월드 개장 D    번 미뤘는데 이번엔 진짜 맞나요 ,IT
 추억의 도토리로 한탕   문 열기도 전에 난리난  이것 ,IT
티맵  공항버스회사  곳 인수  친환경 비운전자 서비스 본격화 ,IT
티맵  공항버스  개사    대 인수 친환경마일리지도 도입,IT
슈퍼컴으로 질병  가짜양성  정확하게 잡아낸다,IT
 유전과 질병의 상관관계  획기적으로 빨리 찾아내    국가 슈퍼컴   호기 활용 성과,IT
네이버클라우드   핵심산업 클라우드 플래그십 프로젝트  인프라 기업 선정,IT
네이버클라우드  NIPA 플래그십 프로젝트에 선정,IT
구글 통행세 코앞 방통위   유권해석 결과 이번 주 발표 ,IT
방통위원장   구글 인앱결제 의무화  검토후 최대한 조치 ,IT
IBS  극단 및 확률 조합 연구그룹 출범,IT
IBS  극단 및 확률 조합 연구그룹 출범,IT
울퉁불퉁 명왕성 표면      의  슬러시 얼음 이 만들었다,IT
아바타 ET보다 월등하다  오스카 최고 SF영화 부동의  위는,IT
 사이언스샷  바나나 껍질 까기  로봇도 할 수 있어요,IT
식중독균과 파상풍 독소로 췌장암 치료한다,IT
 지금은 과학  유전질환 연관분석 오류  슈퍼컴으로 잡는다,IT
 지금은 과학  RNA 합성의  세 갈래 끝내기  여러 학설 논쟁 끝낼까,IT
 지금은 과학  연간  천만톤  폐기했던 이것 광촉매로 돌아왔다,IT
 지금은 과학  수소저장능력  배  세계 최초 준안정상 팔라듐 수소화물 개발,IT
